start	end	text
2062000	2064000	když se bavíme desítky let o některých projektech,
2064000	2066000	tak se dotahují.
2066000	2068000	Takže tady toho...
2068000	2070000	A samozřejmě bych velice rád,
2070000	2072000	kdybychom některé věci nemuseli řešit,
2072000	2074000	aby je hotové na příkladu před 25 lety,
2074000	2076000	o kterých se tady historicky baví
2076000	2078000	a do této nejsou.
2078000	2080000	Poprosím, jestli chce reagovat,
2080000	2082000	pan náměstek?
2086000	2088000	Ještě tam byl pan Prchal,
2088000	2090000	ať nepředlíhám.
2090000	2092000	Jo, jo.
2092000	2094000	Já bych chtěl říct jednu takovou reakci
2094000	2096000	na ten...
2096000	2098000	na to vystoupení, paní financové.
2098000	2102000	Kvalita financová...
2102000	2104000	nebo řízení financí
2104000	2106000	nemá vůbec žádný...
2106000	2108000	a jejich kvalita nemá vůbec žádné vztahy na to,
2108000	2110000	jestli sestavíte rozpočet stupkový,
2110000	2112000	nebo představíte to,
2112000	2116000	to vůbec o ničem nevypovídá.
2116000	2120000	Dlouhodobě dělat přebytkový rozpočet je nesmysl,
2120000	2122000	protože potom se dostává do toho,
2122000	2124000	že generujete úspory,
2124000	2128000	možná i budete zhodnotovat jako depozita,
2128000	2130000	ale je otázka jako,
2130000	2132000	co z toho budou mít ti občané,
2132000	2134000	protože my jsme tady první občany.
2134000	2136000	To znamená jako, že když cokoliv děláte v rozpočtu,
2136000	2138000	tak se říká jako nehled na nominál,
2138000	2142000	nehled na trend a prostě nějaký časový úsek,
2142000	2144000	v kterém funguješ.
2144000	2146000	Samozřejmě, tak jak říkám,
2146000	2148000	že dlouhodobě dělat přebytkový rozpočet
2148000	2150000	není žádná výhra,
2150000	2152000	tak ono dlouhodobě dělat schodkový
2152000	2154000	taky nemůžete,
2154000	2156000	čili vy se musíte dostat někde
2156000	2158000	v tom horizontu pěti let,
2158000	2160000	někde do nějaké nuly,
2160000	2164000	kdy to vyrovnáte a začnete jít zase nějakou trajektorií.
2164000	2166000	Takže
2166000	2168000	buďme opatrní na toho hodnocení,
2168000	2170000	protože ta kvalita toho rozpočtu jde o to,
2170000	2172000	abyste maximálně využili
2172000	2174000	ty prostředky, které máte
2174000	2176000	a ty nejvíc
2176000	2178000	poblivňuje jako míra provozu.
2178000	2182000	To je klíčová věc jako pro rozpočet.
2182000	2184000	Míra provozu.
2184000	2186000	Těch provozů máte
2186000	2188000	samozřejmě nahodilé výdaje
2188000	2190000	a potom jsou jako ty trvalé.
2190000	2192000	To znamená, to jsou ty,
2192000	2194000	propíšou do tohleté doby
2194000	2196000	a samozřejmě musíte,
2196000	2198000	musíte s něma pracovat.
2198000	2200000	Takže takové ty
2200000	2202000	rychlé,
2202000	2204000	krátké zprávy,
2204000	2206000	jako co je dobře a co je špatně,
2206000	2208000	úplně jako
2208000	2210000	v tom rozpočtu
2210000	2212000	nejsou dobrý
2212000	2214000	a ještě je potřeba si uvědomit
2214000	2216000	vlastně, co ten závěrečný účet je.
2216000	2218000	To jsou finanční toky.
2218000	2220000	To jsou finanční toky,
2220000	2222000	které vlastně realizujete
2222000	2224000	v rámci
2224000	2226000	toho roku,
2226000	2228000	nebo to dodaného
2228000	2230000	fiskálního období.
2230000	2232000	A co je důležité,
2232000	2234000	jako jestli čerpáte nebo nečerpáte.
2234000	2236000	Já bych řekl tak,
2236000	2238000	to číslo je určitě,
2238000	2240000	není něco,
2240000	2242000	z čeho bychom měli obrovskou radost,
2242000	2244000	ale potom musíte říct,
2244000	2246000	co ho ovlivňuje,
2246000	2248000	protože si potom nějakou významnou akci
2248000	2250000	nakryjete a nečerpáte ji,
2250000	2252000	znažuje, kolik jste přidělili
2252000	2254000	a skutečně spotřebovali.
2254000	2256000	To znamená, když někdo vystaví fakturu
2256000	2258000	až 1.1. roku 26,
2258000	2260000	tak už to nedostanete ve roku 25
2260000	2262000	a vypadáte zase trošku jinak.
2262000	2264000	Takže já bych
2264000	2266000	opravdu prosil o to,
2266000	2268000	jako to, co jsme dělali
2268000	2270000	na finančním výboru, je potřeba si na to
2270000	2272000	vidět to trošku v tom komplexu
2272000	2276000	a pokud chceme dělat nějaké soudy,
2276000	2278000	tak opravdu jako na základě toho,
2278000	2280000	že se podívám na nějaký čtyřletý období
2280000	2282000	a řeknu, ano, tady je to blbě.
2282000	2284000	Stejně tak, jako pokud se něco
2284000	2286000	čtyři roky dělá blbě,
2286000	2288000	tak to nespravíte ten další rok.
2288000	2290000	To se bude nějaká trendová věc, kterou potřebujete
2290000	2292000	propsat do toho rozpočtu a fungovat.
2292000	2294000	Pro budoucnost a pro kohokoliv,
2294000	2296000	kdo tady bude, jako je důležitý
2296000	2298000	jako maximální věc
2298000	2300000	nebo maximální
2300000	2302000	starost věnovat té
2302000	2304000	provozní části,
2304000	2306000	jako protože tam
2306000	2308000	je
2308000	2310000	ta
2310000	2312000	kvalita toho rozpočtu a toho zpodaření.
2312000	2314000	A potom je druhá věc.
2314000	2316000	V momentě, kdy
2316000	2318000	generujete vlastně
2318000	2320000	nějakou rezervu, čili řekněme
2320000	2322000	to saldo, tak to saldo
2322000	2324000	umět použít zase v čase.
2324000	2326000	Čili nebát se
2326000	2328000	i velkých projektů,
2328000	2330000	nebáli jsme se úvěru,
2330000	2332000	prostě jsou věci, které mají přesah
2332000	2334000	čtyř let, jo, jestli spravujeme dneska
2334000	2336000	kino, tak určitě ho nespravujeme na deset let.
2336000	2338000	To jsou věci, které mají
2338000	2340000	určitý přesah a určitě je dobře si na ně půjčit,
2340000	2342000	ale musíte to umět,
2342000	2344000	nebo musíte to mít jistotu,
2344000	2346000	že když ten závazek,
2346000	2348000	ten dlouhodobý závazek třeba
2348000	2350000	dvaceti leté z platnosti propíšete
2350000	2352000	do toho salda, že na to budete mít
2352000	2354000	a neohrozíte ten provoz.
2354000	2356000	Protože vy,
2356000	2358000	to je rozdíl oproti
2358000	2360000	fungování normální obchodní korporace,
2360000	2362000	že vy nemáte šanci
2362000	2364000	na pracovat,
2364000	2366000	máte 80% příjmu generovaných,
2366000	2368000	který nemáte ve své moci,
2368000	2370000	to znamená, že vy si na té příjmové části
2370000	2372000	řekněme si zase moc nepomůžeme.
2372000	2376000	Takže je to ten balans a potom,
2376000	2378000	jako v momentě, kdy generujete to saldo,
2378000	2382000	tak přemýšlet, jako kolik těch věcí jste schopni
2382000	2384000	podstat do průběžného financování,
2384000	2386000	to znamená formou úvěru.
2386000	2388000	A tam si myslím,
2388000	2390000	že třeba
2390000	2392000	ty dlouhodobé závazky na úrovni,
2392000	2394000	ale nejpřím,
2394000	2396000	ale na úrovni salda,
2396000	2398000	můžou být třeba do výše 30-35%.
2398000	2402000	Potom vám to dává určitou možnost
2402000	2404000	si s tým rozpočtem trošku hrát.
2404000	2406000	Protože řeknu jednu takovou věc,
2406000	2408000	nikdo z nás nerozhodl o tom,
2408000	2412000	že bude 9% valorizace tarifů,
2412000	2414000	a to je 60 milionů,
2414000	2416000	které musíme propsat v příštím roce.
2416000	2418000	Ale ne v příštím roce,
2418000	2420000	v každém roce dál.
2420000	2422000	Takže pro příští volební období
2422000	2424000	máme 240 milionů,
2424000	2426000	jako které musíte zúčtovat navrhu.
2426000	2428000	A jenom pro vaši informaci,
2428000	2430000	teďka paní Holcová dělala příjmy,
2430000	2432000	my jsme počítali s tím,
2432000	2434000	že na to,
2434000	2436000	aby jsme sanovali náklad
2436000	2438000	neparagodických pracovníků,
2438000	2440000	potřebujeme 13% růst
2440000	2444000	v kategorii jedničkových daní.
2444000	2446000	Ten se neplní.
2446000	2448000	To znamená,
2448000	2450000	že vlastně,
2450000	2452000	jak si ten rozpočet,
2452000	2454000	tak jak byl podstavený,
2454000	2456000	že nám vykrije ty neparagodické pracovníky,
2456000	2458000	tak bez už tam máme nějaký deficit.
2458000	2460000	Je tam deficit třeba,
2460000	2462000	já řeknu teďka do 2 milionů,
2462000	2464000	ale jsme v půlce roku,
2464000	2466000	a to se mám všechno,
2466000	2468000	jako v tom rozpočtu,
2468000	2470000	takhle nějak to pracuje,
2470000	2472000	takže musíme být hodně opatrní
2472000	2474000	na to, co propíšeme
2474000	2476000	do toho provozního,
2476000	2478000	do těch provozních výdajů.
2478000	2480000	Takže to je jenom to.
2480000	2482000	Ale souhlasím,
2482000	2484000	51% není žádná výhra.
2484000	2485000	Moc teda děkuju,
2485000	2486000	poprosím, že ještě chtěla reagovat
2486000	2488000	spojení Francová.
2490000	2491000	Děkuju.
2491000	2492000	Jestli můžu,
2492000	2493000	já si pamatuju,
2493000	2495000	že jsme proinvestovávali 70%.
2495000	2497000	Těch 30% si fakt nejsem jistá.
2497000	2499000	Podívám se na to schválně,
2499000	2502000	protože toto mě nějak nesedí,
2502000	2504000	ale možná mám krátkou paměť.
2504000	2507000	Já jsem tady nechtěl upozorovat na někoho dál,
2507000	2508000	protože jestli se podíváte,
2508000	2511000	no to tam jeden rok takhle skočilo úplně blbě,
2511000	2512000	ale to je jedno.
2512000	2514000	To není vůbec,
2514000	2516000	to není ukazatelem,
2516000	2518000	který ve výsledku něco
2518000	2520000	jako reálně říct ukazuje.
2520000	2521000	To je prostě stav,
2521000	2523000	že řeknete dobré v tomto roce,
2523000	2524000	a teď to řeknu,
2524000	2526000	dobře jsme ty smlouvy podepsali pozdě.
2526000	2528000	To je realita třeba,
2528000	2529000	například.
2529000	2531000	Víceméně se to vyučtuje až rok později.
2531000	2533000	Pak se musíte spíš dívat,
2533000	2535000	co je a co není hotové.
2535000	2537000	Proto tady máte předkladané střednodobé plány
2537000	2540000	a další věci těch jednotlivých projektů.
2540000	2542000	A v tu danou chvíli,
2542000	2543000	to je za mě ten účet,
2543000	2544000	který se vlastně má řešit,
2544000	2546000	jestli ty věci jsou a nebo nejsou.
2546000	2548000	Jestli ta proinvestovanost vedle toho je 30%,
2548000	2550000	40%, nebo 60%, nebo 90%,
2550000	2552000	to je už otázka toho,
2552000	2554000	jak moc se to podařilo trefit do toho roku
2554000	2556000	v rámci co je přípravy těch projektů.
2556000	2558000	U těch menších to bývá o něco jednodušší.
2558000	2560000	Na druhou stranu ten poholovací proces
2560000	2562000	je stejný jak už u těch malých,
2562000	2563000	tak u těch velkých.
2563000	2565000	A pak je prostě otázkou,
2565000	2567000	že kolikrát i ty malé projekty samozřejmě
2567000	2569000	potřebují majetkoprávní přípravu
2569000	2571000	a můžeme se tam naprosto zaseknout,
2571000	2573000	že někdo nám ten pozemek nechce
2573000	2574000	nebo až později atd.
2574000	2578000	Takže za mě je potřeba si zejména hlídat,
2578000	2579000	co je a co není hotové.
2579000	2581000	A proto vám ty podklady překládáme vlastně,
2581000	2584000	co se chystá a to v těch plánech je.
2584000	2586000	A pokud se ty věci plní,
2586000	2588000	tak to je, když řeknu,
2588000	2590000	rozhodně relevantnější ukazatel,
2590000	2592000	než pro investovanost,
2592000	2594000	která se i v průběhu roku samozřejmě mění
2594000	2596000	v rámci upravených rozpočtů.
2596000	2598000	Prosím ještě paní Francovou.
2600000	2602000	Jenom poslední.
2602000	2604000	My jsme na to využívali tenkrát ty přísliby
2604000	2606000	finanční z roku na rok.
2606000	2608000	Myslím si, že jsem si úplně nevšimla,
2608000	2610000	že to využíváte tak, aby...
2610000	2612000	Víš Mirku, o čem mluvím?
2612000	2614000	Vím, o čem se bavíme.
2614000	2616000	Rozložili jsme investice tak,
2616000	2618000	že jsme vlastně dávali příslib tak,
2618000	2620000	aby nám to nezasahovalo,
2620000	2622000	ty větší projekty,
2622000	2624000	jako kdyby do té neproinvestovanosti,
2624000	2626000	když to řeknu.
2626000	2628000	To pokračuje dál, jenom místo příslibů
2628000	2630000	to děláme formou, že vlastně v těch tabulkách,
2630000	2632000	uvolňujeme, že tam máte přímo napsáno,
2632000	2634000	co v dalších letech bude.
2634000	2636000	To znamená, není třeba dle současné legislativy
2636000	2638000	dle toho, co jsme zjištěli,
2638000	2640000	to řešit jako přímo příslibama,
2640000	2642000	ale je potřeba to vlastně mít uvedené
2642000	2644000	v těch materiálech, aby s tím zastupitelstvo
2644000	2646000	jako tu informaci mělo.
2646000	2648000	A na základě toho se to následně propisuje.
2648000	2650000	To znamená, není potřeba to jakoby předskvalovat
2650000	2652000	příslibama, tak se to řešilo dřív.
2652000	2654000	Stačí to tady tím uvedením té informace
2654000	2656000	v materiálech a tím se to následně propisuje,
2656000	2658000	aby to bylo ve středědobém plánu financování.
2658000	2660000	Poprosím ještě náměstka Mirka Chalánka,
2660000	2662000	co chtěl upřesnit.
2664000	2666000	Nevím, pousta z vás asi
2666000	2668000	neví, o čem teď budu mluvit,
2668000	2670000	ale přes to řeknu.
2670000	2672000	Rozpočet uvolňuje vlastně
2672000	2674000	takzvaně baru
2674000	2676000	jako dopředu
2676000	2678000	vlastně psat náklady.
2678000	2680000	My jdeme touto cestou.
2680000	2682000	Příslib je prakticky
2682000	2684000	vám řeknu takovou věc.
2684000	2686000	Jde o to,
2686000	2688000	o čem jsem mluvil, to znamená,
2688000	2690000	abyste maximálně využívali
2690000	2692000	a efektivně využívali to saldo.
2692000	2694000	To znamená ten zůstatek
2694000	2696000	nebo tu rezervu, kterou máte.
2696000	2698000	Příslibem toho moc nevyřešíte,
2698000	2700000	protože já vám řeknu,
2700000	2702000	pokud chcou mít lepší číslo na plnění,
2702000	2704000	tak řeknu, že
2704000	2706000	to pokryju, vykryju příslibem,
2706000	2708000	ale já se ptám, jestli v tom účetním období
2708000	2710000	ten příslib budete realizovat,
2710000	2712000	takže vlastně
2712000	2714000	máte lepší číslo,
2714000	2716000	ale efekt je úplně stejný.
2716000	2718000	To znamená, my jdeme jinak.
2718000	2720000	My nechceme hrát na to,
2720000	2722000	že budeme mít lepší číslo.
2722000	2724000	Když se podíváte,
2724000	2726000	když se podíváte na tu tabulku,
2726000	2728000	kterou jsme vám posílali,
2728000	2730000	a to jsou vlastně preferované projekty,
2730000	2732000	tak my je plánujeme v roce
2732000	2734000	a propisujeme do toho baru.
2734000	2736000	Takže my hedžujeme ty peníze na příští rok
2736000	2738000	a nemůžeme už je utratit.
2738000	2740000	Proč? Tady bychom schvalovali příští na nic.
2740000	2742000	My to schválíme rozpočtem.
2742000	2744000	Takže, a může nastat situace,
2744000	2746000	že třeba teďka budeme schvalovat,
2746000	2748000	jo, příští bod je sourozpočtová opatření,
2748000	2752000	kdy nakrýváme Sportovina Vršava a dostavba radnice ve Zlíně,
2752000	2759000	kdy chceme soutěžit vlastně dostavbu radnice a dáváme tam 20 milionů.
2759000	2761000	A v tuto chvíli si nejsme jistí,
2761000	2767000	jestli ty peníze opravdu jako do toho konce roku vysoutěžíme, uděláme.
2767000	2770000	To je to, o čem mluvil pan primátor,
2770000	2774000	že z hlediska té realizace pracujete s určitou mírou předpokladů.
2774000	2777000	A může se stát, že v příštím roce,
2777000	2780000	že do konce roku těch 20 milionů neutratíme,
2780000	2783000	ale my je převedeme, oni už zůstanou na tom orbu
2783000	2787000	a pokud je neutratíme dnes, tak je utratíme příští a příští rok
2787000	2790000	zase budeme už na to přidělovat peníze.
2790000	2792000	A tím se dostáváte do toho,
2792000	2795000	že z toho salda máte věci,
2795000	2797000	které v tom saldu už vám zůstanou,
2797000	2799000	jenom opravdu ty volné prostředky,
2799000	2801000	protože ty ostatní věci vlastně v tom baru
2801000	2804000	čtyři roky dopředu propisujete, jo.
2804000	2809000	Takže je to trošku jako složitější.
2809000	2811000	Já znovu říkám, vždycky je to v té přípravi
2811000	2813000	a v té realizaci, je to,
2813000	2817000	nedá se to úplně přesně typnout, jak to bude,
2817000	2820000	hlavně u takových akcí, které přesahují třeba 1, 2,
2820000	2823000	nebo 1, nebo 3 roky, jo.
2823000	2825000	Tam je to poměrně jako složitý, jo.
2825000	2830000	Protože udělat dneska splácení, dejme tomu kina v letech,
2830000	2834000	bude poměrně složitý, jo.
2834000	2840000	Ale víme, že ty peníze potřebujeme nějakým způsobem řídit, jo.
2840000	2842000	Jinak, a i když neutratíme ty peníze,
2842000	2844000	tak my je samozřejmě zhodnocujeme,
2844000	2848000	takže to není tak jako, že by to leželo někde v kanceláři
2848000	2854000	paní Olcové, ale ty peníze dál pracují v náš prospěch, jo.
2854000	2857000	To se tam snaží.
2857000	2860000	Takže jo, že to jednou k tomu.
2864000	2867000	Dobré, děkuji. Poprosím pana Prchala.
2868000	2870000	Dobré, dopoledne dámy a pánové.
2870000	2873000	Tento bod se jmenuje Závěrečný účet
2873000	2876000	a účetní závěrka za tutarního města Zlín.
2876000	2882000	Po profesní stránce ten dokument je připraven naprosto dokonale.
2882000	2884000	Krásně se v tom orientuje.
2884000	2886000	Graficky je to nádherné.
2886000	2888000	Za to bych chtěl celému oddělení poděkovat.
2888000	2891000	O tom, jaké jsou jednotlivé potom body
2891000	2894000	a jejich čerpání, to už je věc druhá,
2894000	2897000	ale myslím si, že tohle nepatří k tomuto bodu.
2897000	2900000	Proto za mě jenom děkuji všem, kteří na tom spolupracovali.
2902000	2905000	Tím moc krát děkujeme. Poprosím pana Vančuru.
2906000	2910000	Dámy a pánové, děkuju pane primátore za slovo.
2910000	2912000	Já se nicméně vrátím k té diskuzi,
2912000	2914000	protože myslím, že to je důležité.
2914000	2917000	Takže myslím, že to je důležité.
2917000	2923000	Bylo to jedno, ta výše realizovaných investic proti plánů.
2923000	2927000	To byla jedna skutečně z bodů, která nás zahybala.
2927000	2930000	My jsme tady před časem přešli na radnici.
2930000	2933000	A vedli jsme kolem toho docela dost diskuzí.
2933000	2937000	Můžu potvrdit, co jste říkal, pane primátore,
2937000	2943000	předchozí náměstek ekonomických, pane Chalánku.
2943000	2954000	Ten pokládal tu 40-50% hranici v realizaci investic za výborné číslo.
2954000	2959000	Zdá se to být jako samozřejmě trošku zmatečné,
2959000	2967000	ale myslím, že tam by bylo potřeba i trošku objasnit některou metriku,
2967000	2973000	kterou my tam používáme při té přípravě investic, její zařazování časové atd.
2973000	2978000	Ale v každém případě ta oblast investic, o tom asi nikdo nepochybujeme,
2978000	2980000	je pro město hodně důležitá.
2980000	2985000	Víte, že dlouhodobě stojíme o to, aby v této věci byl větší přehled,
2985000	2989000	nejenom to, co máme za sebou, ale především to, co nás čeká.
2989000	2994000	Stojíme o to a myslím, že se ta situace podstatně zlepšila
2994000	2999000	proti té minulosti priorizat těch jednotlivých projektů.
2999000	3005000	A vůbec v náhledu, jak o tom nadále přemýšlet,
3005000	3009000	samozřejmě i na pozadí toho ekonomického vývoje,
3009000	3013000	protože kdybychom letos dokázali všechno postavit,
3013000	3017000	tak ten schodek by byl zase o mnoho, o mnoho větší.
3017000	3024000	Ale co se týče těch investic, ještě chvilku se o to zdržím.
3024000	3028000	Víte, že, nebo alespoň my si to myslíme,
3028000	3032000	jsme o tom přesvědčení, že ten klíč k té úspěšné investici
3032000	3038000	leží v zadání toho projektu, ve spolupráci s projektovým ústavem,
3038000	3042000	až po samozřejmě nejenom tu realizaci a výběru dovatele,
3042000	3045000	ale taky o vyhodnocení toho projektu,
3045000	3049000	protože tam je potřeba podle naší zkušenosti
3049000	3052000	učit se nejenom z toho, co se povedlo,
3052000	3056000	ale to, co třeba s nebylo uděláno optimálně.
3056000	3059000	A já to říkám taky proto, že si myslíme,
3059000	3063000	že v této oblasti ještě máme na městě rezervy
3063000	3068000	a z druhé strany se cítíme být docela kompetentní
3068000	3073000	v této oblasti a tak už jsme připraveni,
3073000	3078000	myslím, městu v tom dalším odluji pomoci.
3078000	3083000	Vstavět dneska cokoliv,
3083000	3087000	to, myslím, každý potvrdí, kdo má něco za sebou,
3087000	3090000	není nic snadného a myslím si,
3090000	3093000	že je tam hodně práce a potřebujeme tam
3093000	3096000	soustředit ten potenciál města do této oblasti,
3096000	3100000	tak snad. Děkuju za pozornost.
3100000	3103000	Dobrá, množská děkuju za ten příspěvek
3103000	3106000	a poprosím pane Juráše.
3106000	3109000	Dobrý den, pane primátore, děkuju za slovo.
3109000	3111000	Dobrý den kolegyně, kolegové.
3111000	3113000	Já moc děkuju za tu diskuzi.
3113000	3116000	Naopak si myslím oproti panu Prchalovi,
3116000	3118000	že při schvalování závěrečného účtu
3118000	3120000	tato diskuze by měla nutně být.
3120000	3123000	A souhlasím s panem primátorem
3123000	3125000	i s panem Chalánkem, že ta diskuze
3125000	3129000	k té struktuře těch investic je spíše o metrice.
3129000	3132000	Ona není až tak o tom proinvestování,
3132000	3135000	když to zní zvláštně z prostého důvodu,
3135000	3138000	že hold více leté investice se nezařazují
3138000	3140000	do toho rozpočtu mechanicky.
3140000	3143000	To znamená ani finální hodnotou,
3143000	3145000	ale ani poměrnou částí.
3145000	3147000	Prostě to, co se proinvestovává v daném roce,
3147000	3149000	se vezme v potaz.
3149000	3152000	Proto, možná to pan Chalánek říkal trošku složitě,
3152000	3154000	já si to pokuším zjednodušit.
3154000	3157000	Ono to plánování a pak to řízení toho ročního rozpočtu,
3157000	3159000	to je vlastně řízení cash flow,
3159000	3162000	nikoliv jako naplánování stráty
3162000	3164000	nebo naopak přebytkového uspodaření.
3164000	3166000	To si myslím, že tak úplně nestojí.
3166000	3169000	Pokud bysme se spíše bavili o tom,
3169000	3172000	jaké procenta mají v tom roce být proinvestováno,
3172000	3174000	tak se de facto baví o nějakých střednilobých výhledech
3174000	3178000	a toho, jaké investice já jsem nachystal v té struktuře.
3178000	3182000	A to je všechno, co jsem k tomu chtěl říct. Děkuju.
3182000	3186000	Dobrá, děkuju taky za ten příspěvek, za to do vysvětlení.
3186000	3190000	A vzhledem k tomu, že nikdo další se do diskuze nehlásí,
3190000	3194000	tak já prosím, pojďme lasovat materiál číslo 5.
3204000	3208000	Pro 34, materiál číslo 5 byl přijat.
3208000	3212000	Materiál číslo 6 jsou rozpočtová opatření.
3212000	3218000	Chtěl bych tomu otržit diskuzi, jestli tomu máte nějaké otázky.
3218000	3224000	Nikdo se do diskuze nehlásí, tak prosím, pojďme lasovat materiál číslo 6.
3224000	3238000	Pro 29, materiál číslo 6 byl přijat.
3238000	3244000	Materiál číslo 7 je Valná hromada společností vodovody a kanalizace,
3244000	3248000	kdy pověřujeme pana náměstka Pavla Bradu, aby zastupoval město na této Valné hromadě.
3248000	3250000	Jsou k tomu dotazy.
3250000	3256000	Nikdo se do diskuze nehlásí, tak prosím, pojďme lasovat materiál číslo 7.
3266000	3271000	Pro 37, materiál číslo 7 byl přijat.
3271000	3276000	Materiál číslo 8 je poskytnutí finančního daru pro hasičský záchranný z bohořadinského kraje.
3276000	3279000	Kdybych se zeptal, jestli jsou k tomu nějaké dotazy.
3279000	3283000	Poprosím pana Mitáčka.
3285000	3288000	Děkuji, pane primátore, dobré, dopoledne, milé kolegyně, kolegové.
3288000	3294000	Já samozřejmě se musím zeptat, proč? Proč snižujeme žádost z 500 000 na 100 000?
3294000	3301000	A protože mě toto téma sami víte dlouho zajímá a sleduju to tady už v druhé volobní období,
3301000	3305000	až jsme se, nebo já osobně s ničím podobným tady nesetkal za těch 8 let,
3305000	3308880	tak mi to nedalo, volal jsem panu řediteli Rušově,
3309000	3313000	na hasičský záchranný z bohořadinského kraje a vedl jsem s ním o tom dlouhý rozhovor.
3313000	3321000	On mi zase oplátkou řekl o setkání, které měl jste členy rady a o informacích, které mezi vámi proběhly.
3321000	3333000	Nicméně, já bych to chtěl malinko toto téma tady zvednout, rozebrat a rád od vás budu slyšet ty pravé upřímné důvody.
3333000	3345000	Jenom připomenuji, že krajské město Zlín má tady ve Zlíně největší hasičskou stanici v celém Zlínském kraji a, jak říkám, předcházejících 8 let, kdy tady sedím,
3345000	3355000	a podpora tomuto sboru a této stanici odpovídala velikosti krajského města a odpovídala tomu, co ta stanice opravdu potřebovala.
3356000	3368000	Na oplátku město dostávalo samozřejmě vyřazenou techniku, která dár slouží dobrovolný hasičům ve městě Zlíně, opakovaně cisterny a další věci.
3368000	3374000	Myslím si, že tato spolupráce vždycky dlouhodobě fungovala a tady cítím, že začíná být narušená.
3375000	3383000	Jenom pro srovnání a pro kolegy, kteří možná nemají úplně přesné informace o tom, jak to vypadá v jiných městech v našem kraji,
3383000	3389000	tak 100 000 Kč dává jako podporu města například Holešov.
3389000	3393000	Snižujeme se na úroveň města Holešov? Čím?
3393000	3397000	Město v Setín dává třísta tisíc třeba.
3397000	3403000	Pro mě ta částka 500 000 Kč je částkou, která není nijak přehnaná a přemrštěná,
3403000	3411000	vzhledem k tomu, co oni požadují a vzhledem také k tomu, co vidím,
3411000	3418000	že je město schopno vydávat za peníze do jakých oblastí a co třeba vy jako rada podporujete.
3418000	3426000	Jenom namátkou zrovna dnešní materiálu jsou věci, kdy dáváte skoro 950 tisíc na videa
3426000	3430000	podporující skatepark a dostavbu přístavbu radnice.
3430000	3432000	Téměř milion korun.
3432000	3444000	A proti tomu stojí tady zbor, který potřebuje zařízení na prokazatelnou záchranu lidských životů.
3444000	3450000	A to je možná to, kde my se nacházíme, že pro vás ta hodnota je udělajme video
3450000	3454000	a pro mě ta hodnota je pojďme zachraňovat životy našich spolou občanů.
3454000	3459000	A jenom připomenu to, co tady před chvilkou říkal pan Chalánek.
3459000	3463000	A já si za jeho výroky stojím, když mluvil o financích.
3463000	3465000	Jsme tady pro občany.
3465000	3467000	Podtrhuji, podepisuju.
3467000	3469000	Další vaše věta.
3469000	3471000	Nebojíme se velkých projektů.
3471000	3474000	Podtrhuji, podepisuju.
3474000	3477000	A jak vám to jde dohromady tady s tímto?
3477000	3482000	Takže musel jsem k tomu vystoupit, musel jsem k tomu vyjádřit,
3482000	3486000	Protože není toto vystoupení jenom pro mě tady na úrovni města,
3486000	3489000	ale samozřejmě všichni, co jste zastupitelé z Línského kraje víte,
3489000	3492000	že k tomuto tématu pravidelně vystupuji i na krajské úrovni.
3492000	3497000	A jsem velmi rád, že po letech mé kritiky tyto zbory přichází s něčím,
3497000	3499000	co sami buď nemohou nafasovat.
3499000	3503000	Nejsou to žádné s proměnutím věcidení spotřeby,
3503000	3506000	ale jsou to zařízení, které opravdu potřebují
3506000	3509000	a prokazatelně vedou k záchraně lidského života.
3509000	3515000	Prosím, pane primátore, jestli můžete teď tento návrh ještě změňte.
3515000	3519000	Pokud k tomu nemáte sílu, nebo nemůžete, nebo jste se dohodli jinak,
3519000	3522000	tak já předložím pro ti návrh. Děkuju.
3522000	3526000	Já to uvedu v celku jednoduše a prostě no.
3526000	3529000	To vlastně s vámi, že dlouhé roky spolupráce fungovala,
3529000	3531000	fungovala na té bázi, s čím za námi došli,
3531000	3534000	tak tím vícem jsme vždycky vyšli v stříc,
3534000	3536000	a nebylo to o 500 tisících, to víme všichni tady.
3536000	3539000	Ale abychom mohli v této spolupráci pokračovat,
3539000	3542000	tak musí být dodrženy dohody s obou dvou stran.
3542000	3544000	To se v ní nestalo.
3544000	3546000	Takže vzhledem k tomu, že se nestal,
3546000	3548000	že nebyla naplněná dohoda ze strany,
3548000	3551000	která byla vlastně učiněna v vlenském roce,
3551000	3554000	nebyla naplněná ze strany vlné města,
3554000	3558000	tak první návrh byl, že je zamítneme úplně,
3558000	3561000	vzhledem k tomu, že se nedrží dohody.
3561000	3565000	Pak se řeklo, že teda, abychom dostalňují velké téma na zastupitelstvu,
3565000	3567000	což teď víceméně tady je,
3567000	3569000	tak jak jste to otevřel, že jsme výsledku tí,
3569000	3572000	tí, kteří jsou tí zlí, kteří hasičům něco nedávají,
3572000	3573000	protože zachraňují životy.
3573000	3574000	My jsme si to úplně vědomi,
3574000	3577000	ale pokud se hlavně hasiče financuje stát,
3577000	3579000	jsme si všichni taky vědomi.
3579000	3582000	Vždycky něco potřebovali, vždycky za námi došli,
3582000	3583000	vždycky jsme vyšli v stříd.
3583000	3584000	Vždycky tomu tak bylo.
3584000	3587000	A nebylo to o 100 tisícových částkách.
3588000	3591000	Jediné, co chceme, je, aby se na čem dohodneme, to platí.
3591000	3593000	V současné době tomu tak není,
