start	end	text
3150160	3150720	do divadla,
3150840	3151240	to znamená,
3151300	3152180	když se řeknu schody,
3152820	3153500	dá se nechci říct,
3153580	3154400	podláha divadla,
3154500	3155700	ale to, co je před tím divadlem,
3155920	3156740	před ten přístup,
3157100	3158280	bude také vlastně opraven,
3158380	3158740	to znamená,
3158740	3159100	dá se říct,
3159160	3159860	že bude kompletně
3159860	3160640	celé divadlo,
3160640	3163980	co se týká těch pohledových stěn,
3164340	3165960	pohledového přístupu
3165960	3166780	a oken,
3166940	3167980	které vlastně už mají
3167980	3168800	také své roky
3168800	3170800	a prostě jsme to případně udělat
3170800	3171520	celé dohromady,
3171640	3172420	aby se nestalo to,
3172520	3173980	že se udělá fasáda
3173980	3176200	a za pět let se budou muset
3176200	3176700	měnit okna,
3176820	3177620	a tím se ta fasáda
3177620	3178360	zase zpátky,
3178420	3179040	já si řekl by,
3179440	3180240	ne, že poškodí,
3180360	3181520	ale prostě nějakým způsobem
3181520	3182080	se naruší,
3182080	3183780	takže vzali jsme to
3183780	3185160	v rámce soutěže dohromady
3185160	3186900	a můžu říct si,
3187000	3187880	že prostě jedna nabídka
3187880	3188600	se vešla do toho
3188600	3189560	finančního stropu,
3190000	3191180	který tam byl záměrně dán,
3191320	3192560	protože vzhledem tomu,
3192620	3193840	co se děje
3193840	3195880	s městským rozpočtem,
3196000	3196460	vzhledem tomu,
3196500	3196940	co se děje
3196940	3198180	na stavebním trhu,
3198680	3200700	tak častěji
3200700	3202300	to otevřeně soutěží
3202300	3203620	vlastně aplikujeme
3203620	3204420	do těch soutěží
3204420	3205800	teďka stropové ceny,
3205860	3207060	to zná tu cenu maximální,
3207580	3209220	tak jak je u teďka
3209220	3210500	soutěží na velké kino,
3210660	3211220	tak je vlastně
3211220	3212620	byla u skateparku,
3213040	3213800	stejně tak teďka
3213800	3214720	byla aplikována
3214720	3215780	na tu fasádu
3215780	3216700	toho městského divadla.
3217300	3218000	Abychom se drželi
3218000	3218760	těch rozpočtů,
3218880	3219500	které vlastně
3219500	3220980	nějakým způsobem
3220980	3221640	se bavíme,
3221760	3223320	že vychází
3223320	3224560	z těch předpokládaných tlen.
3227680	3228240	A pan Duda,
3228340	3229880	chceš nějaký další dotaz?
3230360	3231920	Ano, mojí dotaz je prosím
3231920	3233660	k tabulka číslo pět
3233660	3235560	přidělení finančních prostředků,
3235840	3237180	rekonstrukce, kuchyně,
3237180	3239380	základní školy
3239380	3240300	Dřevnická.
3242100	3243440	My se nechceme nějak
3243440	3244240	jako vyjadřovat
3244240	3245420	k tomu, jestli je investice
3245420	3246460	správně nebo špatně,
3246500	3247540	nezpochybnujeme to.
3248980	3250920	Doufám, že je ta investice
3250920	3252400	třeba již také zastropována.
3252600	3253480	I tenhle mechanismus
3253480	3254960	se nám samozřejmě strašně líbí
3254960	3256620	po těch minulých zkušenostech,
3257380	3258620	kdy se nám to nepovedlo
3258620	3260040	na spouště jiných akcí.
3260180	3261480	Tak to velmi kvitují.
3261920	3263320	Nicméně, k této konkrétní
3263320	3264960	investiční akci má otázka je,
3264960	3267460	jestli se nepohybujeme
3267460	3269000	v nějakém automatickém režimu,
3269060	3269700	kdy se postupně
3269700	3271120	rekonstruují školní jídelny
3271120	3273080	za desítky milionů,
3273620	3275560	jestli existuje nějaká koncepce
3275560	3277560	nebo zpracovala se nějaká analýza,
3278080	3279180	jestli tento model
3279180	3281420	těch lokálních kuchyní
3281420	3282560	v rámci těch škol
3282560	3285060	je dlouhodobě finančně provozně
3285060	3285960	a personálně udržitelný.
3285960	3288320	Ta diskuze vím, že tady byla tak
3288320	3290060	dva roky zpátky, když jsme řešili
3290060	3291420	jinou jídelnu, jestli nějaká
3291420	3293180	centrální kuchyně není řešení,
3293980	3295300	pohnula se rada
3295300	3296740	nějak v tomto názoru
3296740	3297760	nebo zůstáváme
3297760	3300020	v automatickém režimu
3300020	3301180	a nemyslím to prerativně.
3302440	3303740	Já pak poprosím
3303740	3305520	paní náměstkyni,
3305620	3307480	a tak ažopádně ten stav je ten,
3308120	3310520	že my v současné době
3310520	3311460	vlastně, že to řekl,
3311460	3314280	na území města Zíne dá se říci,
3314380	3317180	že my určité centralizované kuchyně máme,
3317520	3318320	celé otevřeně,
3318500	3319840	což je právě například
3319840	3321280	jídla na Hradská
3321280	3322080	a je to například
3322080	3323820	právě tady tady jídla
3323820	3324660	té dřevnické.
3325220	3326000	A ty ostatní,
3326140	3328140	které jsou, když to řeknu lokální,
3328400	3330300	které zabezpečují opravdu
3330300	3331760	pouze tu základní školu,
3332280	3333600	tak by měly být
3333600	3335240	relativně v dobrém stavu
3335240	3336660	nebo dostat nějakou rekonsultu
3336660	3337560	relativně nedávno.
3337560	3339060	To znamená, my pak následně
3339060	3339980	budeme řešit opravdu,
3340060	3341360	tak jak říkáte,
3341460	3342040	tak jak jsme se,
3342240	3343280	už to bylo otevřené,
3343760	3344660	jestli jsme schopni to
3344660	3345740	centrálně zabezpečit
3345740	3348000	a nebo jestli je lepší
3348000	3350260	jít cestou splnit normy
3350260	3351460	pro převoz toho jídla,
3351600	3352980	které taky nejsou zrovna,
3353360	3354140	až to řeknu,
3355000	3355560	mírné.
3356400	3357800	A já poprosím teda
3357800	3358780	o upřesnění
3358780	3360400	paní náměstkyni.
3360820	3361500	Paní náměstkyni.
3363280	3364600	Děkuji, panu primátore,
3364600	3365960	za mě také dobré dopoledne,
3366020	3366780	dámy a pánové.
3366780	3369140	My v současné době
3369140	3371440	řešíme tady tuhletu jídelnu
3371440	3372480	pečlivě, to zvažujeme
3372480	3373540	u materských školek,
3373660	3374940	jdeme již jinou cestou,
3375020	3376100	tam budeme rekonstruovat
3376100	3378200	pouze jednu už jídelnu
3378200	3379780	a pokud si dostaneme
3379780	3380520	do situace,
3380780	3383440	že ty jídelny tam nebudou
3383440	3384500	už v komfortu
3384500	3385600	nebo lepřečeno ty kuchyně,
3386100	3387540	tak tam už se budeme snažit
3387540	3389040	to řešit nějakým dovozem,
3389160	3389800	nicméně samozřejmě
3389800	3390900	materská školka je
3390900	3392260	úplně o jiném počtu
3392260	3393260	než základní školy.
3393260	3396860	Pro porovnání v těch materských školkách
3396860	3399980	máme třeba od 40 do 150 dětí
3399980	3401980	a v těch základních školách
3401980	3403780	se pohybujeme dneska od 350
3403780	3406680	a třeba co se týče 4. a 5. základní školy,
3406740	3408200	tam máme počet tisíc dětí.
3408200	3411380	Takže zatím nám to ekonomicky ukazuje
3411380	3413060	pouze tento směr,
3413240	3414440	samozřejmě některé ty jídelny
3414440	3416360	nám plní i úlohu
3416360	3417960	v integrovaném záchranném systému,
3417960	3418940	pokud se něco stane,
3419100	3420680	tak de facto se tam vaří
3420680	3422160	i pro tyto složky,
3422320	3423760	takže zatím nám to ukazuje
3423760	3424960	tímto směrem.
3428580	3430140	Dobrá, děkuji za to doplnění.
3430800	3431720	Pan Dudák,
3431960	3433080	jenom, jestli to chcete,
3433200	3434440	jestli stačí, tak to super.
3434740	3435760	A poprosím, pane Uráše,
3435840	3437240	tady se další hlásí do diskuze.
3437240	3439940	Dobrý den, děkuji, pane primátore.
3440000	3441340	Dobrý den, dámy a pánové.
3441760	3442960	Já jenom se ještě vrátím
3442960	3443920	k tomu divadlu.
3444160	3446400	Poprosím, jestli jsem to správně pochopil,
3446400	3448440	že vy jste, pane primátore,
3448500	3451000	mluvil o variantách oprava výměna
3451000	3453860	a porozuměl jsem správně,
3454120	3455600	že to zastropování
3455600	3457680	celkových nákladů
3457680	3459840	se vztahuje na všechny ty varianty?
3462740	3465000	Ano, my jsme dali strop
3465000	3467180	81 milionů bez DPH.
3467240	3470160	s tím, že vlastně byly možnost
3470160	3471340	přihlásit se do jedné
3471340	3472560	nebo do všech variant,
3473160	3475640	záleží na tom zhotoviteli,
3475820	3476680	o co měl zájem.
3477420	3478520	Někteří využili toho,
3478600	3480480	že se přihlásili tuším do všech,
3480580	3481300	někteří do tří,
3481380	3482380	někteří jen do jednoho.
3482380	3487480	a my jsme měli předpokládanou cenu,
3487480	3491860	předpokládaná cena na varianty 1A,
3492040	3495240	což byla využití současného kamene
3495240	3497200	s tím, že se prostě vyčistí
3497200	3499480	a ty, které kusy byly špatné,
3499580	3500360	tak se vymění.
3500360	3502380	To znamená ta renovace
3502380	3503960	a jenom ten západ,
3504000	3505220	jako ta západní stěna,
3505740	3507660	tak naše předpokládaná cena
3507660	3510760	byla zhruba kolem 35 milionů,
3512040	3514580	čemuž se přiblížila jedna nabídka.
3515920	3517720	Další nabídka byla
3517720	3519080	jako zase mnohem dražší,
3519660	3521380	takže kam ještě neprobyla komise,
3521520	3522220	takže já se přiznám,
3522280	3522640	že ani nevím,
3522720	3524180	co všechno ještě můžu prezentovat,
3524240	3524880	tak to veřejně.
3524880	3528620	Ta druhá verze byla,
3528820	3530360	ta jedna B byla vlastně
3530360	3532980	s tím, že se ten kamene mění všude,
3533380	3533900	to znamená,
3533960	3535840	to bylo mnohem dražší
3535840	3537140	než ta varianta jedna A
3537140	3539180	a ve variantě dvě A,
3539300	3540640	to znamená ta kompletní výměna
3540640	3541380	jako by všeho,
3541540	3543460	tak se vlastně vešly do toho stropu 81.
3543960	3545440	Ve variantě dvě B,
3545820	3547020	která byla s výměnou,
3547180	3548200	tak tam se do toho stropu
3548200	3549400	nevešla žádná nabídka,
3549500	3551420	ale byly podány,
3551940	3554600	ačkoliv ten strop byl daný,
3554880	3556320	tím pádem ty nabídky
3556320	3557900	prostě v rámci toho procesu
3557900	3559180	samozřejmě na ně budeme
3559180	3560100	pak jako reagovat.
3562220	3563420	My jsme to schválně,
3563420	3564240	jenom abychom to upřesně,
3564280	3565740	my jsme to schválně udělali takto,
3565840	3566400	protože jsme,
3567220	3569040	naším cílem se otevřeně bylo
3569040	3570500	mít ideálně nabídku
3570500	3573040	na tu kompletní opravu
3573040	3574760	a potom samozřejmě,
3574900	3576380	tím, že jsme nějaké předpokladné ceny
3576380	3576940	na ty nižší,
3577040	3577740	tak tam jsme řešili,
3577880	3579320	jestli tam dáme i ty nižší stropy,
3579460	3581200	jestli tam to tak nějak musím limitovat.
3581200	3582720	Na druhou stranu jsme říkali,
3583080	3584460	že určitě chceme,
3584600	3587080	aby to divadlo se zbavilo toho lešení,
3587720	3589080	takže následně proto jsme řekli,
3589080	3590520	že dáme jenom ten horní limit,
3590860	3594400	u těch říkáme celkově jeden limit,
3594800	3596100	nikoliv u těch nižších,
3596360	3597080	protože samozřejmě,
3597940	3600200	kdyby nedošla nějaká nabídka,
3601080	3602040	která by splněla limit
3602040	3604240	a na celkovou rekonstrukci,
3604240	3606700	tak předpokládám,
3606780	3608180	že bychom určitě přistoupili
3608180	3609020	k té nabídce,
3609140	3610480	která to řeší,
3610580	3612940	alespoň tu západní stěnu,
3613520	3614520	i kdyby byla dražší
3614520	3615540	než předpokladaná cena.
3615860	3616820	Předpokládám za sebe.
3617040	3618240	Bylo by to pak na rozhodnutí
3618240	3619340	Sary Rady města Zdína,
3619980	3620640	ale myslím si,
3620760	3622040	že to divadlo je velké téma
3622040	3622960	pro nás, pro všechny
3622960	3625100	a určitě všichni bychom si přáli,
3625180	3626260	aby tam to rašení nebylo,
3626760	3628280	takže si moc nedokážu představit,
3628360	3631220	že bychom vlastně dali stropy všude
3631220	3633020	a pak třeba neměli vlastně žádnou nabídku
3633020	3634400	a museli to soutěžit celé znova.
3637320	3638940	No prosím, náměstka Mirka Chalánka.
3639440	3640860	Děkuji, pane primátore.
3640960	3642500	Jeno v rychlosti takového krátkoho reakce
3642500	3643360	na pana dodáka.
3645520	3647500	Určitě, co se týče školství,
3647580	3648940	pro nás je teďka v tuto chvíli
3648940	3649840	strašně důležitý,
3649960	3651160	aby jsme udrželi školství
3651160	3653000	na tom celkovém budžetu,
3653000	3657000	který my inkasujeme v rámci daní.
3657760	3660960	To znamená, my pro letošní rok
3660960	3664500	máme nějakých 320 milionů.
3664660	3666220	10 milionů nám tam přibylo
3666220	3667220	vlastně tarifama.
3667720	3668960	To znamená, že s paní náměstkyní
3669920	3672780	prostě ta věc, o které vy jste mluvil,
3672880	3674260	to znamená optimalizace
3674260	3675820	a vytvořit ty synergie,
3676060	3677560	jakou budeme muset do budoucna dělat,
3677640	3679100	pokud chceme udržet vlastně
3679100	3681160	ten rozpočet na tom budžetu
3681160	3682620	z jískatovou příjmu.
3682900	3684700	A ten je někde na úrovni
3684700	3687100	pro příští rok 330 milionů.
3687100	3691480	Čili to je každodenní práce
3691480	3693760	na tom, jak efektivně ty věci
3693760	3695140	posluzovat, vyhodnocovat
3695140	3696400	z hlíska nároku,
3696480	3698360	nebo z hlíska těch osobních nákladů,
3698780	3700920	tak, aby jsme prostě udrželi
3700920	3703080	ten budžet pro školství
3703080	3704820	v těch intenzích příjmu.
3704820	3711360	Dobrá, děkuji za to doplnění.
3712280	3713880	K diskuze si kdo další nehlásí,
3713880	3715200	takže prosím pojďme hlasovat
3715200	3716200	materiál číslo 4.
3728200	3731580	Pro 27, materiál číslo 4 byl přijat.
3732100	3733260	Materiál číslo 5 je změna
3733260	3734840	zakladatelské listiny společnosti
3734840	3736120	nemovitosti města Zlína.
3737320	3739040	Co se týká nemovitosti města Zlína
3739040	3740160	a té zakladatelské listiny,
3740340	3742440	tak my to řešíme už více než rok,
3742560	3744480	protože nemovitosti města Zlína
3744480	3747080	samozřejmě jsou městskou společností
3747080	3748940	a zřešili jsme tam vlastně
3748940	3751080	problematiku případné veřejné podpory
3751080	3753020	a dalších věcí.
3753020	3756640	Na základě všech toho těch vyhodnocení
3756640	3758680	vlastně musíme tu zakladatelskou listinu změnit
3758680	3761600	a proto ji máte dneska předloženou v té podobě,
3761680	3762300	kterou máte,
3763340	3766360	kdy, abychom se vypořádali se všemi těmi,
3767280	3768600	řeknu se s veškou legislativou
3768600	3770900	a ta společnost mohla dál
3770900	3772900	do budoucna fungovat a plnit to,
3773040	3774060	proč byla založena.
3774060	3777180	Jsou k tomu nějaké další dotazy?
3778920	3780620	Nikdo se do diskuse nehlásí,
3780940	3782860	tak tady jeden střed zájmu,
3783060	3785220	to znamená Tomáš Krajček má střed zájmu,
3785380	3787740	prosím, že je jednatovém této společnosti
3787740	3791240	a prosím, pojďme tady hlasovat.
3804060	3807560	Pro 32, materiál číslo 5 byl přijat.
3808160	3811120	Materiál číslo 6 se týká opět nemovitostí města Zína,
3811400	3814720	kdy řešíme schvální ručitelského závazku,
3815300	3817560	protože společnost nemovitostí města Zína
3817560	3818980	v současné době dokončuje
3818980	3822800	položkový rozpočet
3822800	3826180	na rekonstrukci objektu
3826180	3827620	kulturního centra v Malenovicích,
3827740	3828780	známe jako kino Květen,
3828900	3831580	s tím, že by tato společnost měla vyhlásit
3831580	3833580	s nejší pravěpodobností výběrové řízení
3833580	3834820	na tuto rekonstrukci
3834820	3836880	v červnu tohoto roku
3836880	3840300	a aby tomu tak mohla učinit,
3840460	3841960	tak vlastně potřebuje
3841960	3843320	srde to profinancovat
3843320	3844480	tuto rekonstrukci
3844480	3846200	a proto schválujeme
3846200	3848820	schvální ručitelského závazku
3848820	3851000	pro tuto městskou společnost.
3851560	3852500	Jsou k tomu nějaké dotazy?
3856100	3858080	Poprosím náměstka Mirka Chalánka.
3861080	3863120	Tak poprosím pana Dudáka.
3863580	3866060	Děkuji za slovo.
3866560	3868000	Dneska tady lítají miliony,
3868140	3869880	když sečteme dřevnickou divadlo
3870620	3871660	a tady tu investici,
3871780	3873580	tak máme vlastně roční rozpočet
3873580	3874880	na investice i zvyčerpaný,
3874960	3875480	ten volný.
3876800	3878720	Naše otázka k tomuto bodu
3878720	3880900	je z dvou pohledů.
3881080	3882300	Je to finanční konstrukci
3882300	3883560	a provozního modelu.
3884840	3886700	Moje otázka z pohledu těch
3886700	3888640	finančních věcí nebo konstrukce
3888640	3890560	jsou asi tři podotázky.
3890560	3893340	Prvé víte, že my jsme
3893340	3894880	mířní kritici
3894880	3897080	ručitelských závazků
3897080	3898180	nebo jakéhokoliv
3898180	3901000	braní si úvěru
3901000	3902400	na naše městské organizace,
3902540	3904880	protože jistým způsobem
3904880	3907000	se to stává pro nás
3907000	3908660	s méně přehledným.
3910660	3911880	Nicméně má otázka
3911880	3912900	v tomto smyslu je,
3912900	3914840	jestli to děláte z důvodu
3914840	3916880	obav o překročení
3916880	3917760	dluhové brzdy
3917760	3919400	nebo je tam nějaký jiný význam.
3920500	3922320	K té částce
3922320	3924400	my se zavazujeme
3924400	3924900	k ručení
3925520	3927560	na jistinu 100 milionů,
3927640	3928940	včetně příslušenství.
3929500	3930780	Možná je fér říct,
3930840	3931860	že to příslušenství
3931860	3933400	jsou úroky
3933400	3935780	při pětiprocentní úrokové míře.
3937000	3938940	To může být 50 milionů
3938940	3939980	do roku 48
3939980	3941100	na těch 20 let,
3941180	3942280	kdy to chceme splácat.
3942440	3943000	Takže my tady
3943000	3944640	v touto operaci
3944640	3946400	nebavíme o 100 milionách,
3946480	3946940	ale o 150.
3948880	3949440	Financování.
3949660	3952380	Vy v bodu uvádíte,
3952600	3954100	že město bude posílat
3954100	3955860	5 milionů ročně
3955860	3956780	do roku 35,
3957660	3958900	ale těch 5 milionů,
3959120	3960720	jestli jenom na úhradu jistiny,
3961320	3962060	tak tam nevidíme,
3962140	3962880	jakým způsobem
3962880	3964560	bude financován úrok
3964560	3968260	a k provoznímu modelu
3968260	3970160	tam nevidíme
3970160	3971260	vlastně vůbec,
3971800	3973020	kdo objekt
3973020	3973980	bude provozovat,
3974120	3974500	jaká bude
3974500	3975600	úroční náklady,
3976220	3976920	jaké příjmy,
3977680	3978520	jak se očekává,
3978600	3979380	že bude případně
3979380	3980100	pokrytá
3980100	3981240	provozní ztráta,
3981360	3981900	jakože doufám,
3981980	3982440	že nebude.
3983400	3983900	Omlouvám si,
3984000	3985120	že těch otázek je hodně,
3985240	3986300	ale je to velká investice.
3986400	3986720	Děkuji.
3987720	3988920	Já jenom v kostce,
3989160	3990220	určitě pustím náměstka
3990220	3990920	Mirka Chalánka,
3991020	3991540	že mi odpoví
3991540	3992920	na většinu otázek,
3993060	3994160	mohl by otvět na všechny,
3994220	3994840	já jenom v kostce,
3994920	3996920	jenom ať ten provozní modelu.
3997980	3998940	Aktuálně to máme
3998940	3999740	namyšlené tak,
3999880	4001700	že tento objekt
4001700	4002320	spadne do
4002320	4003400	pod,
4003460	4003880	jakoby,
4003960	4004460	správu,
4004540	4005320	co se týká toho
4005320	4007220	podle provozu
4007220	4009160	pod kongresové centrum.
4009320	4009600	To znamená,
4009600	4010360	využijeme zase,
4010480	4010940	ještě řeknu,
4011600	4012980	ty zkušenosti
4012980	4013840	toho personálu,
4013920	4014540	který v současné
4014540	4015200	zabezpečuje
4015200	4015540	provoz
4015540	4016620	kongresového centra.
4016620	4018620	a pak
4018620	4019340	samozřejmě
4019340	4020240	řešíme
4020240	4021300	model takový,
4021400	4021880	aby bylo možné
4021880	4022740	odpočítat DPH,
4022960	4023400	to znamená,
4023520	4023800	bude tam
4023800	4025460	standardní pronájmy
4025460	4027920	a samozřejmě
4027920	4028580	nějakým způsobem
4028580	4029700	ještě řešíme cestu,
4030660	4031540	aby to bylo
4031540	4032680	možné
4032680	4034260	plně odpočítat
4034260	4034740	DPH,
4035000	4035640	protože bez toho
4035640	4036220	to je pro nás
4036220	4037140	jasná priorita
4037140	4038640	a zároveň,
4038900	4039820	aby to bylo
4039820	4040600	samozřejmě
4040600	4041360	střícnější
4041360	4042520	pro některé spolky,
4042520	4044020	to znamená
4044020	4046460	pro ty spolky,
4046600	4048080	která komise
4048080	4048780	v Malenovicích
4048780	4049580	nějakým způsobem
4049580	4050040	oslovila,
4050140	4050780	že by tam
4050780	4051480	prostě měly být
4051480	4052420	pravidelně
4052420	4054560	a tam se nabízí
4054560	4055320	stejný model,
4055480	4055880	jako je
4055880	4057200	mezi
4057200	4057980	nějaká
4057980	4059060	rámcová smlouva
4059060	4060240	mezi
4060240	4061080	tak, jak máme
4061080	4061780	s Filharmonií,
4062140	4062380	že má
4062380	4064220	trošku
4064220	4065400	zlepšené podmínky
4065400	4065720	proti
4065720	4066840	standardnímu ceníku,
4067360	4067800	protože je to
4067800	4068740	dlouhodobý nájemce,
4068860	4069040	takže
4069040	4069820	touto cestou
4069820	4070360	dost možná
4070360	4070940	se půjde
4070940	4072480	pro
4072480	4075160	s určitým subjektem
4075160	4075660	v rámci
4075660	4076700	prostě těch Malenovic,
4076800	4077520	aby ty spolky,
4077580	4078060	některé tam
4078060	4078940	prostě byly za
4078940	4081440	nižší cenu
4081440	4082260	než je ceník,
4082320	4083480	protože tam mají být
4083480	4084320	jakoby pravidelně
4084320	4085240	nebo z těch dlouhodobě
4085240	4085780	a tak dále.
4085880	4086100	To znamená,
4086120	4086700	je to jedna z těch
4086700	4087240	variantenů,
4087280	4087820	co řešíme,
4088340	4090140	aby to sloužilo
4090140	4090860	opravdu tomu,
4090940	4091520	to jí ta komisa
4091520	4092420	nějakým způsobem
4092420	4092960	si přeje.
4093940	4095260	A poprosím teda
4095260	4096380	náměstka Mirka Chalánka.
4097540	4098580	Děkuji za slovo.
4098580	4100100	Tak já to vezmu postupně,
4100160	4101460	když bych na něco zapomněl,
4101540	4101800	tak mě,
4101960	4102580	pane dodáku,
4103120	4103700	připomeňte.
4105740	4106580	Ručitelský závazek
4108120	4108700	bereme
4108700	4110080	jako na sebe.
4110520	4111060	Ten důvod,
4111220	4111560	proč
4111560	4113100	není vůbec důvod
4113100	4114000	dluhová brzda,
4114220	4115380	to určitě ne.
4116040	4116940	My máme pořád
4116940	4117600	ještě rezervu
4117600	4117940	na to,
4118080	4119820	kam došáhneme
4119820	4120960	a je to ještě tak,
4121420	4122640	jenom abych vysvětlil,
4122980	4124800	dluhová brzda
4124800	4125820	je stanovená
4125820	4127140	na 60%
4127140	4128700	příjmu
4128700	4130900	průměrného příjmu
4130900	4132040	za poslední čtyři roky.
4132580	4133840	Dluhové závazky.
4134520	4135880	Potom jste povinen
4135880	4137300	platit 5%
4137300	4138340	to, co převyšuje.
4138480	4139080	To znamená,
4139180	4139880	že v momentě,
4140000	4140900	kdy úvěr berete
4140900	4141560	na 20 let,
4141660	4142760	tak tu podmínku splňujete
4142760	4143880	a nemusí vás to úplně
4143880	4145300	limitovat v tom,
4145340	4145780	jestli můžu
4145780	4146540	nebo nemůžu.
4146540	4148480	ale důležité je,
4148560	4149220	abych na to měl.
4149840	4151680	Čili tam nejsme
4151680	4152880	v tom,
4152980	4153940	jako že by jsme nemohli,
4154280	4154600	ale spíš,
4154680	4155440	že si na to máme.
4157340	4157880	My samozřejmě
4157880	4158640	potom to berete
4158640	4160080	z toho salda,
4160360	4161000	to znamená,
4161120	4162660	že město je
4162660	4163520	vybaveno
4163520	4164120	na to,
4164120	4166000	aby ten závazek
4166000	4167960	na sebe vzalo,
4168260	4169020	čili to je ten důvod,
4169120	4170040	proč ručíme
4170040	4170940	nemovitostem.
4172520	4173680	To je první věc.
4173760	4174600	Druhá věc je,
4174600	4176420	nemovitosti si berou
4176420	4177180	ten úvěr,
4177240	4178700	protože kino je
4178700	4179600	v jejich majetku,
4179880	4180900	takže ono vlastně
4180900	4181320	si to bere
4181320	4182800	na svůj majetek.
4183500	4184660	Z lístka hospodaření
4184660	4186060	nemovitosti je to tak,
4186180	4187440	že nemovitosti mají
4187440	4188200	zhruba majetek
4188200	4189240	za půl miliardy
4189240	4191240	a ten pronajímají
4191240	4192980	vlastně městu.
4192980	4193780	To znamená,
4193880	4196440	že ten obchodní vztah
4196440	4197160	je tvořený
4197160	4198760	vlastně městem
4198760	4202460	a společností nemovitosti.
4202920	4203460	To znamená,
4203460	4205080	že my jsme to měli
4205080	4206140	nějak nastavené tak,
4206240	4207400	aby jsme byli schopni
4207400	4208920	splácat jenom tu zprávu,
4209100	4210280	ale časem jsme se dostali
4210280	4211780	trošku jako do problému
4211780	4212180	v tom,
4212880	4214180	že neměli jsme
4214180	4214960	to úplně,
4215520	4216600	řekl bych z hlíska,
4217420	4218620	zákony
4218620	4219680	dobře nastavené.
4219800	4220380	To znamená,
4220380	4222820	že byť jsou nemovitosti
4222820	4224040	stoprocentně vlastněny
4224040	4224880	městem,
4225260	4225980	tak samozřejmě
4225980	4227500	musí respektovat
4227500	4228640	nějaké nakládání
4228640	4229240	s majetkem.
4229380	4229900	To znamená,
4229980	4230760	že jsme se dostali
4230760	4233600	do kategorie transferových cen
4233600	4236600	a tam jsme museli
4236600	4237540	vlastně
4237540	4239100	odvodit
4239100	4240780	z toho pravidla,
4240960	4241760	jak stanovení,
4242000	4242680	jak se stanovují
4242680	4244100	transferové ceny
4244100	4244760	nějaké
4244760	4247260	nájemné,
4247380	4247700	které
4247700	4248700	inkasují
4248700	4250760	nemovitosti
4251280	4251920	za majetek,
4252040	4253180	který pronajímají
4253180	4254320	statutárnímu městu.
4254440	4255120	Čili není to tak,
4255120	4256640	ale nějak to uděláme,
4256780	4257440	ale prostě to má
4257440	4258840	nějaká pravidla.
4259340	4259840	To znamená,
4259920	4260920	že ten nájem
4260920	4262300	my navýšíme
4262300	4263440	v letošním roce
4263440	4263900	a myslím si,
4264020	4264880	že je to tady
4264880	4265760	v materiálu,
4267200	4267860	tak ho budeme
4267860	4268740	muset navýšit.
4268900	4269880	Pro letošní rok
4269880	4271300	je to 4,5 milionů korun,
4271400	4271860	který budeme
4271860	4272520	navýšovat.
4272900	4273400	To znamená,
4273460	4274360	že to bude výnos
4274360	4275620	na straně nemovitostí,
4275720	4276540	kterým budou kryt
4276540	4278120	případné
4278120	4281620	to příslušenství
4281620	4282340	spojené
4282340	4283600	s tým úvěrem.
4283600	4286480	Až to celé
4286480	4288600	se zrekonstruuje
4288600	4289800	a to kino
4289800	4290920	vlastně se udělá,
4291000	4291600	tak se samozřejmě
4291600	4292660	nabede do majetku,
4292900	4294080	zbydou na nemovitostech
4294080	4295560	naskočit 2 miliony odpisů,
4295660	4296640	čili ty budeme muset
4296640	4298520	a protože ty transferové ceny
4298520	4299800	se počítají
4299800	4300780	z odpisů,
4300880	4302200	počítají se z nákladovosti
4302200	4302700	a tak dále,
4302780	4303580	tak my počítáme,
4303740	4304340	že město
4304340	4305600	bude muset nemovitostem,
4305720	4306540	ale bez ohledu na to,
4306580	4307600	na co ty nemovitosti
4307600	4308160	to použijí,
4308240	4309120	budou muset platit
4309120	4310180	zhruba nějakých
4310180	4311200	9 milionů korun
4311200	4312860	za nájem těho majetku,
4313000	4314520	čili tam se dostáváme
4314520	4315400	do pozice toho,
4315520	4316660	že budeme mít kryté
4316660	4317820	to příslušenství
4317820	4319960	a to bude navrub
4319960	4321220	samozřejmě
4321220	4323220	statutárního města,
4324100	4325600	čili vytváříme zdroje
4325600	4325840	na to,
4325900	4327480	aby jsme kryli to příslušenství.
4327880	4329000	Co se týče té jistiny,
4329140	4330100	to je jiný příběh
4330100	4331440	a dohoda byla taková,
4331500	4332620	protože na nás tlačilo
4332620	4335620	i komise místních částí
4335620	4336380	v Malenovicích
4336380	4338020	a vlastně ten požadavek
4338020	4338800	v těch Malenovicích
4338800	4339780	byl s kýnem květem
4339780	4340680	něco udělat
4340680	4342680	a my s panem Krajíčkem,
4342760	4343580	když jsme tam jezdili,
4343860	4345180	tak a s panem Robenkem,
4345260	4345980	tam jsme se domluvili
4345980	4346620	s komisí,
4346720	4347760	že na dobu deseti let,
4347860	4349000	počínaje rokem 26,
4349600	4352100	se zdají části svého příspěvku,
4352600	4353480	který dneska máme
4353480	4354280	zakomponovaný
4354280	4354960	už v rozpočtu,
4355060	4355600	to jsou ty,
4356120	4358040	to je těch 25 milionů,
4358120	4358560	které dáváme
4358560	4359820	komise místních částí,
4359900	4360840	z toho 8 milionů
4360840	4361460	je příjemce
4361460	4362560	komise místních částí
